FighterID,Name,Height,Weight,Reach,DOB,SSPM,StrkACC,SSAbsPM,StrkDEF,TDAVG,TDACC,TDDEF,SUBAVG,Wins,Losses,WLDiff,Fire
25b31165758402dd,Adam Antolin,"5'5""",125,63,1982,5.73,0.52,5,0.69,0,0,1,0,3,1,2,1
05fbfe628658c538,Ricardo Arona,"5'11""",205,,1978,1.66,0.48,1.15,0.57,2.41,0.48,0.58,1.2,8,4,4,-1
8753e125f4499816,Blas Avena,"6'0""",170,74,1983,2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,3,3,0,-1
029afd138865d20a,Rafael Alves,"5'8""",155,68,1990,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,2,3,-1,-1
00debc804e2b1cd4,Dylan Andrews,"6'1""",185,74,1979,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,2,3,-1,-1
16690d100f995f8f,Omari Akhmedov,"6'0""",185,73,1987,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,9,5,4,-1
2620f3eb21c79614,Scott Adams,"6'0""",225,,  --,0,0,0,0,0,0,0,0,1,0,1,1
ae071698e1a3ccd4,Christian Aguilera,"5'9""",170,72,1991,2.54,0.37,4.04,0.48,0,0,0.6,0,1,2,-1,-1
aa6e591c2a2cdecd,Ricardo Abreu,"5'11""",185,,1984,3.79,0.31,3.98,0.68,2.13,0.42,1,0.7,1,1,0,-1
5c10da56d712ac9c,Khusein Askhabov,"5'8""",145,69,1995,2,0.26,4.13,0.56,0,0,0.66,0,0,1,-1,-1
90063913321e7670,Reza Arianto,,155,,  --,0,0,0,0,0,0,0,0,0,0,0,0
1291edf2d566a71a,Julio Arce,"5'7""",135,70,1989,4.38,0.36,3.1,0.68,0.49,0.3,0.95,0.4,6,4,2,-1
6db394bf6c3b017c,Leon Aliu,"6'0""",185,74,1989,6.32,0.5,10.11,0.38,0,0,0,0,0,1,-1,-1
6a1901c62ab3870f,Jessica Andrade,"5'1""",115,62,1991,6.68,0.5,5.34,0.54,2.54,0.54,0.7,0.4,15,10,5,0
fd7acf42bd6e7e95,Bazigit Atajev,"6'1""",230,,  --,0.87,0.41,3.14,0.49,1,0.33,0,0,0,1,-1,-1
da603332ad41f165,Saad Awad,"5'11""",155,,1983,2.13,0.26,1.87,0.6,0.5,0.16,1,0.5,0,1,-1,-1
8738eacd62e82a32,Matt Andersen,"6'2""",230,,1971,0,0,0,0,0,0,0,0,0,1,-1,-1
33a331684283900f,Eddie Alvarez,"5'9""",155,69,1984,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,8,4,4,-1
c487223b0289bda9,Hector Aldana,"5'11""",170,72,1988,3.59,0.38,5.08,0.59,0.93,1,0,0,0,3,-3,-1
7279654c7674cd24,Klidson Abreu,"6'0""",205,74,1992,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0,1,2,-1,0
91e3388e69060e69,Veta Arteaga,"5'7""",125,,  --,3.2,0.36,1.92,0.65,0,0,0.4,0,0,0,0,0
5e4eec08896c9423,Corey Anderson,"6'3""",205,79,1989,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0,10,5,5,-1
93fe7332d16c6ad9,Tom Aaron,,155,,1978,0,0,0,0,0,0,0,0,1,1,0,-1
e17770faae3ca54c,Amir Aliakbari,"6'3""",250,,1984,0,0,0,0,0,0,0,0,0,0,0,0
103e2e33a60683e1,Irina Alekseeva,"5'8""",135,67,1990,8.24,0.4,4.12,0.62,0,0,0,6.9,1,0,1,0
46e2ca71fd5089cb,Reese Andy,"6'0""",205,,1973,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0,0,2,-2,-1
399afbabc02376b5,Tom Aspinall,"6'5""",256,78,1993,7.65,0.66,2.9,0.65,3.7,1,1,1.9,6,1,5,1
67a992d4cff22466,Ericka Almeida,"5'6""",115,,1989,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0,0,2,-2,-1
dc7927cd622676a7,Victor Altamirano,"5'8""",125,70,1991,5,0.57,3.99,0.53,2.12,0.25,0.63,0,3,2,1,-1
e87a13e02c01331d,Ali AlQaisi,"5'6""",135,68,1990,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1,0,2,-2,-1
3329d692aea4dc28,Hamdy Abdelwahab,"6'2""",264,72,1993,3.87,0.52,3.13,0.59,3,0.75,0,0,0,0,0,0
9a7ffa80766caa51,Hashem Arkhagha,"6'2""",185,75,1989,1.84,0.44,8.97,0.43,0,0,0.5,0,0,1,-1,-1
6ebe96a116e79e52,John Allan,"6'1""",205,75,1993,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,0,3,-3,-1
1fd9f744105024a8,Juan Andres Luna,"5'7""",125,72,1995,3.27,0.31,3,0.65,0,0,0,0,0,1,-1,-1
bc7d1ad49fcb2d08,Jaqueline Amorim,"5'3""",115,68,1995,3.42,0.52,1.81,0.62,1.57,0.23,0,3.7,1,1,0,1
53adf5b845d91e4a,Bertrand Amoussou,"5'8""",190,,  --,6.75,0.39,2.01,0.83,0,0,0,0,1,0,1,1
46d0a888d87d91ac,Abu Azaitar,"5'9""",185,76,1986,5.21,0.44,5.35,0.5,0.5,0.25,0.4,0,1,1,0,0
11583163f45c7b31,Lucas Alexander,"5'11""",145,73,1995,5.05,0.53,1.76,0.72,0,0,0.66,0,1,1,0,1
c6bf75775b278ed8,Mauricio Alonso,"6'2""",170,,1980,5.74,0.34,1.91,0.67,0,0,0,0,0,0,0,0
1e327b281ef6a745,Adlan Amagov,"6'2""",170,76,1986,3.29,0.47,0.82,0.78,5.84,0.56,1,0,5,1,4,2.4
0978385b2bd9ef9b,Nick Aguirre,"5'9""",135,74,1996,0.93,0.31,3.13,0.44,0,0,0.33,1,0,1,-1,0
79ded75550efc139,Shinya Aoki,"5'11""",154,,1983,0.97,0.58,1.25,0.58,2.54,0.41,0.6,4,26,4,22,16.38708019
7c6e87729e824ef4,Ildemar Alcantara,"6'2""",185,78,1982,1.93,0.38,2.63,0.5,2,0.68,0.81,0.9,4,3,1,-1
dd1b90eea08887f6,Israel Albuquerque,,185,,  --,0.32,0.13,3.34,0.25,0,0,0,0,0,1,-1,-1
ebc5af72ad5a28cb,Nick Agallar,"5'8""",155,,1979,0.69,0.11,4.56,0.42,0,0,0,0,0,1,-1,-1
1fc64507a0cb38cf,Rostem Akman,"5'10""",170,72,1991,1.8,0.25,3.97,0.57,1,0.4,0.87,0,0,2,-2,-1
41cc71cbf210e0fe,Hyder Amil,"5'9""",145,70,1990,1.73,0.52,1.47,0.53,0,0,0.78,1,1,0,1,1
a90c200c3fbb22c4,Eli Aronov,"5'10""",185,72,1996,8.92,0.68,6.49,0.38,12.16,1,0,0,0,1,-1,-1
669a3cb6e394f515,Royce Alger,"5'10""",199,,  --,0,0,0,0,0,0,0,0,0,2,-2,-1
430c533614d45813,Patricia Alujas,"5'4""",115,64,1996,5.83,0.31,9.25,0.44,0,0,0,0,0,1,-1,-1
db3c4a884d704efe,Gabriel Arges,,170,,1993,0,0,0,0,0,0,0,0,0,0,0,0
71002dbc1743b9a7,Felipe Arantes,"5'8""",135,73,1988,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,5,6,-1,-1
e76d9f656ceb82ab,Aleksandra Albu,"5'2""",115,63,1990,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4,2,2,0,-1
5140122c3eecd307,Daichi Abe,"5'11""",170,71,1991,3.8,0.33,4.49,0.56,0.33,0.5,0,0,1,2,-1,-1
20821819c401ced8,Andre Amado,"6'0""",154,,  --,2.27,0.24,5.91,0.63,0,0,0.2,0,0,3,-3,-1
247fbbfafea60bb1,Maiara Amanajas dos Santos,"5'5""",115,,1987,5.53,0.35,24.47,0.33,0,0,1,0,0,1,-1,-1
30ad2050273d016a,Joey Armstrong,,,,  --,0,0,0,0,0,0,0,0,1,0,1,1
ff222167cce02919,Bruno Assis,"6'2""",185,,1992,1.27,0.43,3.2,0.36,2,0.5,0.66,1,0,1,-1,-1
9199e0735b83dd32,Andy Anderson,"5'6""",240,,1974,0,0,0,0,0,0,0,0,0,1,-1,-1
e70de1859b7ee78e,Sultan Aliev,"5'11""",170,74,1984,1.41,0.45,2.2,0.56,1.76,0.38,1,0,2,2,0,1
0e9869d712e81f8f,Sam Adkins,"6'3""",225,,1965,0,0,0,0,0,0,0,0,2,2,0,-1
4d3b08ab127c7585,Jose Augusto,"6'3""",251,,1992,0,0,0,0,0,0,0,0,0,0,0,0
49dea784f6cfed71,Ashiek Ajim,"5'8""",135,71,1994,5,0.4,11.25,0.25,0,0,0,0,0,1,-1,-1
de62052b2ede65ba,Matt Arroyo,"5'10""",170,72,1982,1.62,0.47,2.01,0.58,2.12,0.36,1,5.3,1,2,-1,-1
989b85f6540c86b1,John Adajar,"5'9""",170,75,1991,3.9,0.52,6.28,0.44,0,0,0,0,0,1,-1,-1
b1d19449397541dc,Askar Askarov,"5'6""",125,67,1992,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,3,1,2,-1
1ffc38f67785797b,Lowell Anderson,"5'6""",160,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
06827d70c53ff0d9,Scott Askham,"6'3""",185,75,1988,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,2,4,-2,-1
f689bd7bbd14b392,Cyborg Abreu,,,,1980,0,0,0,0,0,0,0,0,0,0,0,0
79cb2a690b9ba5e8,Zarrukh Adashev,"5'5""",125,65,1992,3.65,0.4,3.04,0.64,0,0,1,0.5,1,3,-2,-1
e741536153227386,Sean Alvarez,"6'0""",235,,1971,0.89,0.37,3.25,0.47,0,0,0,0,0,1,-1,-1
7bd94b60d7521e4a,John Albert,"5'8""",135,68,1986,3.05,0.49,2.82,0.35,0,0,0.5,6.1,1,4,-3,-1
d53482bef23235ba,Marcio Alexandre Junior,"6'0""",185,75,1989,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,1,3,-2,1
49b130de1da2e1bf,Sarah Alpar,"5'4""",135,63,1991,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,1,2,-1,-1
184b955181bdef52,Wes Albritton,"5'10""",188,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
64d47ef881a437a4,Cesar Almeida,"6'1""",185,74,1988,4.73,0.61,1.87,0.48,0,0,0.7,0,1,0,1,0
c482c8605455a213,Junior Albini,"6'3""",264,74,1991,3.98,0.51,6.08,0.52,1.54,0.37,1,0,1,4,-3,-1
ba5c6eeb8ef45f5c,Levi Avera,"6'1""",170,,1982,0,0,0,0,0,0,0,0,0,1,-1,-1
2b074403b7c6cdb4,Thomas Almeida,"5'7""",145,70,1991,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0,5,5,0,-1
cf946e03ba2e7666,Kevin Aguilar,"5'7""",155,73,1988,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0,3,4,-1,-1
36541f1e6c5d4955,Viviane Araujo,"5'4""",125,68,1986,4.63,0.47,5.45,0.55,1.81,0.48,0.82,0.6,5,4,1,0
dbea8c1cb327ab3d,Igor Araujo,"6'1""",170,77,1980,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,2,2,0,-1
2f13e4020cea5b38,Raphael Assuncao,"5'5""",135,66,1982,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,15,9,6,-1
c0ed7b208197e8de,Hiroyuki Abe,"5'6""",145,,  --,1.71,0.36,3.11,0.63,0,0,0.33,0,0,1,-1,0
26387c19f32dda0f,Javy Ayala,"6'1""",265,,1988,0.83,0.25,5,0.33,0,0,0,0,0,0,0,0
41b34b7f11f6d085,Levi Alford,,,,  --,0,0,0,0,0,0,0,0,0,0,0,0
cad24459b28592ca,Eryk Anders,"6'1""",185,75,1987,3.56,0.47,4.39,0.5,1.54,0.24,0.79,0.1,7,8,-1,-1
770b9d4813c25902,Chalid Arrab,"5'11""",205,,1975,1.56,0.34,1.63,0.56,3.05,0.75,0.37,1,1,1,0,-1
269d103c96a4c3a5,Kenji Arai,"5'10""",145,,1979,8.79,0.27,10.29,0.39,0,0,0,0,0,1,-1,-1
a77633a989013265,Anthony Adams,"6'1""",185,76,1988,3.17,0.41,5.93,0.44,0,0,0,0,0,2,-2,-1
fe5a9547479396ab,Jim Alers,"5'9""",145,71,1986,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,1,2,-1,-1
bf0e700106d00e55,Austin Arnett,"6'0""",145,72,1991,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,1,4,-3,-1
ee18ff42063174df,Ottman Azaitar,"5'8""",155,71,1990,5.73,0.51,4.96,0.48,0,0,1,0,2,2,0,-1
956dcac65e7b34d6,David Avellan,"5'9""",185,,  --,3.33,0.25,10,0.57,0,0,0,0,0,1,-1,-1
9e3dbb9c68ed5d1a,Mike Aina,"5'9""",155,,  --,2.87,0.33,6.33,0.59,0,0,0.71,0,0,1,-1,0
063649e21bc9d6d5,Luiz Azeredo,"5'9""",154,,1976,2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3,3,4,-1,-1
31ee470ef5dc8d7f,Thiago Alves,"5'9""",170,70,1983,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,15,12,3,-1
2f181c0467965b98,Brendan Allen,"6'2""",185,75,1995,3.96,0.53,3.89,0.46,1.22,0.42,0.55,1.6,11,2,9,0
6cadc0a0ba7dc015,Edwin Aguilar,"5'10""",185,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
4438482bd1d5a029,Jaime Alvarez,"5'8""",125,69,1988,2.73,0.4,4.53,0.56,1,0.33,0.5,0,1,0,1,1
9be6020024133293,Cyril Asker,"6'0""",247,74,1985,3.35,0.39,5.82,0.35,4.41,0.62,1,0.9,2,3,-1,-1
9b28292abe3166d5,Brett Albee,,225,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
c912f676692c353a,Jimmy Ambriz,"6'2""",315,,1970,0.83,0.29,3.76,0.4,3.13,0.57,1,0.8,0,3,-3,-1
73ef22f25d0f70e2,Romie Aram,"5'10""",170,,1977,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0,1,1,0,-1
61fb8098ccf81c7f,Antonio Arroyo,"6'3""",185,73,1989,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,2,3,-1,-1
7460ddef986d3144,Jose Alday,"5'7""",135,68,1991,3.13,0.44,3.13,0.58,0,0,0.57,0,0,1,-1,-1
e06fd1260ac865a7,Yoji Anjo,"5'11""",205,,1967,0,0,3.13,0.25,0,0,0,0,0,4,-4,-1
af997f7611673880,Gadzhimurad Antigulov,"5'11""",205,70,1987,2.08,0.55,4.21,0.4,5.08,0.36,0,1.4,2,4,-2,-1
1897b7b913736a7c,Alatengheili,"5'5""",135,66,1991,2.94,0.33,4.58,0.61,1.78,0.39,0.72,0,4,1,3,0
1e13936d708bcff7,George Allen,"6'2""",205,,1967,0.8,0.38,3.1,0.43,0,0,0.5,0,0,1,-1,-1
c61b49cec6abd6b9,Rico Altamirano,"5'10""",170,,  --,0,0,0,0,0,0,0,0,1,0,1,1
578ef12674df1e6a,Irene Aldana,"5'9""",135,68,1988,4.86,0.39,5.71,0.59,0.17,0.5,0.75,0.3,7,5,2,-1
d0d7160824278840,Junior Assuncao,"5'9""",145,72,1981,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,2,3,-1,-1
15df64c02b6b0fde,Danny Abbadi,"5'11""",155,,1983,3.29,0.38,4.41,0.57,0,0,0.77,0,0,2,-2,-1
58bbef3770bb2dfc,Joel Alvarez,"6'3""",155,77,1993,3.65,0.46,3.37,0.5,0,0,0.11,1.3,5,2,3,1
c136b2a8852da5bd,Akbarh Arreola,"5'10""",155,71,1983,2.32,0.45,4.01,0.56,1.07,1,0.33,0.4,1,3,-2,-1
040a74bb0a465c54,Arnold Allen,"5'8""",145,70,1994,3.34,0.4,2.86,0.61,1.12,0.5,0.76,0.3,10,1,9,-1
38b50fd1e1b5b656,Razak Al-Hassan,"6'2""",205,,1982,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0,0,2,-2,-1
d802174b0c0c1f4e,Magomed Ankalaev,"6'3""",205,75,1992,3.55,0.52,2.15,0.59,0.99,0.29,0.86,0,9,1,8,0
59a9d6dac61c2540,Nariman Abbasov,"5'8""",155,66,1994,3,0.2,5.67,0.46,0,0,0.66,0,0,1,-1,-1
7d420039bbfe7c1a,Aoriqileng,"5'7""",135,69,1993,6.04,0.49,7.12,0.48,1.53,0.45,0.55,0,2,3,-1,0
70fa1c64a2c439ef,Alen Amedovski,"5'10""",185,74,1988,0.99,0.3,3.85,0.46,0,0,0,0,0,4,-4,-1
49f78022126bf4a4,Cesar Arzamendia,"5'11""",155,,1991,5.37,0.45,5.2,0.56,7.32,0.75,0,2.4,0,2,-2,-1
e20ad078a7d63361,Julius Anglickas,"6'3""",205,,1991,4.62,0.78,1.86,0.5,4.47,0.5,0.6,1.1,1,0,1,1
047a91d3d9c79b05,Collin Anglin,"5'9""",145,71,1993,4.59,0.48,5.54,0.51,2.28,0.66,1,0,1,2,-1,-1
c9f6385af6df66d7,Papy Abedi,"5'11""",185,,1978,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,1,3,-2,-1
c051c2e12d692b8a,Jesus Aguilar,"5'4""",125,62,1996,1.69,0.49,1.03,0.63,2.72,0.37,0,1.8,2,1,1,1
17615148dd4be6f6,Tatsuya Ando,,135,,1990,0,0,0,0,0,0,0,0,0,0,0,0
6d35bf94f7d30241,Amir Albazi,"5'5""",125,68,1993,2.8,0.39,3.07,0.63,1.71,0.33,0.4,0.7,5,0,5,3.456
d615d6a10a4704cd,Magno Almeida,"6'0""",155,,1985,1.67,0.36,2.6,0.41,0,0,0.4,5,0,2,-2,-1
adf9a901308fb8e3,Daniel Allen,"6'0""",155,75,1992,7.6,0.51,5.87,0.53,2,0.66,1,0,1,0,1,1
d317a5e2b3f88c5f,Warlley Alves,"5'11""",170,72,1991,3.21,0.47,4.09,0.51,1.37,0.5,0.8,0.9,8,6,2,-1
4665f9f909cd7214,Shinsho Anzai,"5'7""",170,70,1985,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0,2,2,0,-1
0541480fbf719d86,Houston Alexander,"6'0""",205,72,1972,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0,2,4,-2,-1
55ee431411ccf07a,Olivier Aubin-Mercier,"5'9""",155,70,1989,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,7,5,2,-1
4b37a0bc2ab4cae1,Pablo Alfonso,"5'8""",145,,1983,0,0,0,0,0,0,0,0,1,0,1,1
d0f3959b4a9747e6,Jose Aldo,"5'7""",135,70,1986,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,21,7,14,-1
b07aed698fba8624,Ikram Aliskerov,"6'0""",185,76,1992,6.25,0.6,7.88,0.4,3.47,0.33,0,3.5,2,0,2,0
44aa652b181bcf68,Marcelo Aguiar,"5'10""",170,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
f16ddfa31236efed,Estefani Almeida,"5'4""",125,,1988,3.13,0.37,6.07,0.42,0,0,0,0,0,1,-1,-1
b361180739bed4b0,David Abbott,"6'0""",265,,  --,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0,8,13,-5,-1
2eada40ac8801559,Hitomi Akano,"5'4""",135,,1974,0.59,0.45,2.58,0.55,0,0,0.08,0.5,1,3,-2,-1
7578cc6bd750206b,Herdem Alacabek,"6'2""",205,75,1991,3.84,0.65,6.66,0.23,2.06,0.5,0.42,0,0,1,-1,-1
c739c2995a275314,Yanal Ashmouz,"5'9""",155,68,1995,3.08,0.42,5.35,0.59,0.92,0.5,0.5,0,1,1,0,-1
597499ac7a5aac62,Abdul-Kareem Al-Selwady,"5'8""",155,69,1995,4.6,0.28,3.6,0.61,1,0.16,0,0,1,0,1,1
a0e75f4a13eb73f1,Megan Anderson,"6'0""",145,72,1990,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,3,3,0,-1
d6a3e131ad4ba064,Angga,"5'7""",145,68,1989,3.56,0.38,3.77,0.53,0,0,0.33,0,0,1,-1,-1
a373085066dbfb54,Teddy Ash,"6'1""",185,73,1989,7.27,0.61,6.8,0.28,0,0,1,0,0,1,-1,-1
1338e2c7480bdf9e,Israel Adesanya,"6'4""",185,80,1989,3.93,0.48,3.11,0.56,0.05,0.14,0.77,0.1,13,3,10,-1
2f5cbecbbe18bac4,Shamil Abdurakhimov,"6'3""",235,76,1981,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,5,6,-1,-1
7a15f3694c5cbc02,John Alessio,"5'10""",155,72,1979,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,5,8,-3,-1
c11036da9162cb5f,Mike Altman,"5'10""",185,,  --,1.56,0.2,2.08,0.75,0,0,0,0,0,1,-1,-1
39f62b833e4cf126,Juan Alcain,,,,  --,0,0,0,0,0,0,0,0,1,0,1,1
91186547a7f3f758,Ricardo Almeida,"6'0""",170,74,1976,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,8,5,3,-1
1562b12763cc8d67,Alex Andrade,"5'11""",200,,1974,0.2,0.36,2.6,0.53,0,0,0.25,0.8,0,2,-2,-1
19ba965651486013,Derek Anderson,"6'0""",155,,1990,3.97,0.37,3.08,0.61,0.34,0.14,0.6,0,0,0,0,0
4665cbf36b08193b,Chris Avila,"5'10""",145,,1993,2.37,0.3,4.17,0.48,0,0,0.46,0,0,2,-2,-1
d26a0988c9dc9886,Arman Ashimov,"5'6""",125,,1992,0,0,0,0,0,0,0,0,0,0,0,0
23a8c33869bf5392,Karl Amoussou,"5'11""",185,,1985,1.47,0.34,2.67,0.54,0,0,0.25,1,0,1,-1,-1
d26934530dc5b248,Gilbert Aldana,"6'1""",250,,1977,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0,0,2,-2,-1
2144954270be834d,Javi Alanis,"5'6""",135,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
d221ee27afc7a60e,Viscardi Andrade,"5'11""",170,75,1984,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3,3,1,2,2
d562b12b8fe88336,JJ Ambrose,"5'10""",170,,  --,3.16,0.69,6.32,0.33,0,0,0.5,0,0,1,-1,-1
2abc414136504554,Askar Askar,"5'7""",145,69,1994,0,0,0,0,0,0,0,0,0,0,0,0
6eaec40f724852f4,Jessin Ayari,"6'0""",155,73,1992,3.53,0.37,3.59,0.58,0,0,0.5,0.3,1,3,-2,-1
ca28cdf526d6b6e9,Nurullo Aliev,"5'10""",155,72,2000,2.5,0.51,0.46,0.59,3.06,0.44,0,0,2,0,2,2
dbd198f780286aca,Angelo Antonio,,205,,  --,1.09,0.5,7.64,0.5,0,0,0,0,0,1,-1,-1
d35298b6df168456,Talita Alencar,"5'1""",115,58,1990,2.33,0.38,5.8,0.42,4,0.16,0,0,0,0,0,0
1cf1310684a841f5,Mostapha Al-Turk,"6'2""",245,77,1973,1.36,0.19,3.61,0.53,0,0,0,0,0,3,-3,-1
87a1dc546b1c5caf,Makwan Amirkhani,"5'10""",145,72,1988,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,7,7,0,-1
3738e68d2261e60f,Andrei Arlovski,"6'3""",240,77,1979,3.78,0.45,3.2,0.57,0.39,0.36,0.76,0.2,25,20,5,-1
9abc648e76c4493a,Bill Algeo,"6'0""",145,73,1989,5.93,0.53,4.32,0.46,0.87,0.42,0.55,0.1,4,4,0,0
1ccff7f0cfdf85eb,Erik Apple,"6'0""",170,,1977,0,0,0.54,0.81,0,0,0,8.1,0,3,-3,-1
41e83a89929d1327,Jailton Almeida,"6'3""",205,79,1991,3.81,0.64,0.3,0.25,6.4,0.68,0.5,2.5,6,0,6,0
d156513a19acf856,Sam Alvey,"6'2""",185,75,1986,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,10,13,-3,-1
210935fd21670f6d,Rich Attonito,"5'10""",170,72,1977,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0,3,2,1,-1
2dea80c069847321,Gilles Arsene,"5'9""",190,,  --,0.06,0.1,2.45,0.32,0,0,0,0,0,1,-1,-1
c4fe2e9a06ea5bcb,Ben Alloway,"5'11""",170,76,1981,1.28,0.49,1.9,0.59,0.62,0.5,0.26,0,1,2,-1,-1
2f95a3c6d58b2aad,Iuri Alcantara,"5'9""",135,71,1980,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,11,7,4,-1
7977fb0fd9c5955d,Fellipe Andrew,,,,1994,0,0,0,0,0,0,0,0,0,0,0,0
9bcfb40dbcd50568,Luciano Azevedo,"6'3""",161,,1981,0.76,0.45,1.97,0.27,2.28,0.11,0,0,0,1,-1,-1
0b31f87be71ebbb1,Ben Askren,"5'11""",170,73,1984,3.64,0.49,5.66,0.36,4.33,0.55,0,0.9,1,2,-1,-1
86d9dbe1bfcbade7,Julia Avila,"5'7""",135,68,1988,3.18,0.44,2.86,0.55,0.67,0.33,0.61,0.3,3,1,2,1
033d19259f589457,Anthony Avila,"5'7""",145,,1988,0,0,0,0,0,0,0,0,1,0,1,1
b0550072e5f0afa7,Yoshihiro Akiyama,"5'10""",170,75,1975,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1,14,6,8,-1
c7c39e2fb70248b3,Chad Anheliger,"5'6""",135,64,1986,3.51,0.43,3.31,0.55,0,0,0.47,1,2,1,1,-1
78d48d3874dacafd,Azunna Anyanwu,"6'1""",251,,1981,2.47,0.42,2.47,0.69,0.65,1,0,0,1,1,0,-1
a08ddd04eaffd81d,Mariya Agapova,"5'6""",125,68,1997,4.67,0.55,3.82,0.52,0.59,0.66,0.47,0.9,2,4,-2,-1
501821d7fb7b95c1,Fabio Aguiar,"6'0""",185,,1988,0,0,0,0,0,0,0,0,0,0,0,0
8d3273573b85be09,Assu Almabayev,"5'4""",125,65,1994,3.18,0.65,0.49,0.77,3.67,0.4,0,3.7,1,0,1,1
6e8f1bcdda94ff45,Ibo Aslan,"6'3""",205,77,1996,8.87,0.72,3.38,0.63,0,0,0,0,1,0,1,1
b757c73f443d4fca,Olaf Alfonso,"6'2""",170,,1974,1.65,0.38,4.77,0.53,0.37,0.07,0.22,0.7,0,4,-4,-1
6fd953151d981979,JJ Aldrich,"5'5""",125,67,1992,4.02,0.46,4.54,0.6,0.77,0.25,0.65,0,8,5,3,1
e4ba58725825412d,Dan Argueta,"5'7""",135,68,1993,2.41,0.52,1.45,0.52,2.78,0.6,0.5,1.9,1,1,0,0
bd92cf5da5413d2a,Anthony Alves,,,,  --,0,0,0,0,0,0,0,0,0,1,-1,-1
196ed28337adc630,Pat Audinwood,"6'0""",155,,1986,1.17,0.12,4.31,0.41,0.8,0.5,0,0,0,2,-2,-1
d25e39e74efb0a77,Art Arciniega,"5'8""",145,,1981,1.53,0.46,2.73,0.51,0,0,0.5,1,0,0,0,0
83b00f7597e5ac83,Juan Adams,"6'5""",265,80,1992,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0,2,3,-1,-1
1effd880e1f1bb30,Garrett Armfield,"5'6""",135,70,1996,5.29,0.44,3.52,0.57,0,0,0.75,0,1,1,0,1
8fd76e1b49c00ae2,Kenneth Alexander,"5'9""",155,,1977,0.88,0.19,2.2,0.66,4.71,0.26,0,0,0,1,-1,-1
04643fd03d9159cc,Marcus Aurelio,"5'10""",155,74,1973,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,5,8,-3,-1
1c5879330d42255f,Daniel Acacio,"5'8""",180,,1977,3.52,0.36,2.85,0.62,0.33,0.2,0.81,0,2,2,0,-1
02bb48869eb7ac8f,Rayanne Amanda,"5'2""",115,62,1995,3.67,0.31,6.87,0.57,1,0.25,0,0,0,1,-1,-1
